209,Timothy English,Bulldogs,698000,446000,66,14.8,78.5,Ruck,1,0,0,0,1,0
209,Andrew Brayshaw,Dockers,729000,485000,66,13.6,69.55,Midfield,1,1,0,0,0,0
219,Sam Weideman,Demons,375000,348000,65,18.7,51.36,Forward,1,0,1,0,0,0
219,Harry Morrison,Hawks,500000,481000,65,13.5,53.67,Midfield,1,1,0,0,0,0
219,Jarrod Harbrow,Suns,428000,567000,65,11.5,70.71,Defender,1,0,0,1,0,0
219,Luke McDonald,Kangaroos,692000,510000,65,12.7,58.08,Defender,1,0,0,1,0,0
219,Marley Williams,Kangaroos,422000,389000,65,16.7,55.41,Defender,1,0,0,1,0,0
219,Ben Cunnington,Kangaroos,503000,682000,65,9.5,81.95,Midfield,1,1,0,0,0,0
219,Tom Langdon,Magpies,532000,537000,65,12.1,65.11,Defender,1,0,0,1,0,0
219,Jade Gresham,Saints,587000,531000,65,12.2,83.42,Midfield,1,1,0,0,0,0
227,Luke Ryan,Dockers,673000,558000,64,11.5,80.06,Defender,1,0,0,1,0,0
227,Darcy Gardiner,Lions,427000,434000,64,14.7,57.88,Defender,1,0,0,1,0,0
227,Zak Butters,Power,595000,248000,64,25.8,56.68,Forward,1,0,1,0,0,0
227,Toby Greene,Giants,627000,604000,64,10.6,97.26,Forward,1,0,1,0,0,0
227,Daniel Lloyd,Giants,450000,423000,64,15.1,55.06,Forward,1,0,1,0,0,0
227,Tom Sparrow,Demons,354000,218000,64,29.4,0,Midfield,1,1,0,0,0,0
233,Daniel Butler,Tigers,575000,413000,63,15.3,48.43,Forward,1,0,1,0,0,0
233,Daniel Talia,Crows,351000,418000,63,15.1,56.59,Defender,1,0,0,1,0,0
233,Peter Wright,Suns,366000,459000,63,13.7,68.35,Forward,1,0,1,0,0,0
233,Stefan Martin,Lions,570000,735000,63,8.6,85.58,Ruck,1,0,0,0,1,0
233,Adam Kennedy,Giants,439000,466000,63,13.5,64.39,Midfield,1,1,0,0,0,0
233,Kayne Turner,Kangaroos,298000,350000,63,18,55.76,Forward,1,0,1,0,0,0
239,Matthew De Boer,Giants,424000,569000,62,10.9,66.74,Midfield,1,1,0,0,0,0
239,Sam Reid,Swans,424000,435000,62,14.3,69.32,Forward,1,0,1,0,0,0
239,Will Hayward,Swans,453000,451000,62,13.7,55.77,Forward,1,0,1,0,0,0
239,Jarryd Roughead,Hawks,447000,532000,62,11.7,66,Forward,1,0,1,0,0,0
239,Steven Motlop,Power,412000,486000,62,12.8,64.57,Forward,1,0,1,0,0,0
239,Michael Hibberd,Demons,550000,499000,62,12.4,61.32,Defender,1,0,0,1,0,0
245,Sam Powell-Pepper,Power,558000,544000,61,11.2,75.26,Forward,1,0,1,0,0,0
245,David MacKay,Crows,495000,465000,61,13.1,65.5,Defender,1,0,0,1,0,0
245,Bayley Fritsch,Demons,553000,540000,61,11.3,74.23,Forward,1,0,1,0,0,0
245,Shane Savage,Saints,581000,593000,61,10.3,78.32,Defender,1,0,0,1,0,0
249,Jordan Clark,Cats,422000,242000,60,24.8,63.06,Midfield,1,1,0,0,0,0
249,Eddie Betts,Crows,424000,452000,60,13.3,58.57,Forward,1,0,0,0,0,0
249,Jimmy Webster,Saints,316000,572000,60,10.5,59.12,Defender,1,0,0,1,0,0
249,Maverick Weller,Tigers,463000,482000,60,12.4,0,Forward,1,0,1,0,0,0
253,Samuel Reid,Giants,391000,337000,59,17.5,61.15,Defender,1,0,0,1,0,0
253,Sam Taylor,Giants,276000,262000,59,22.5,44.14,Defender,1,0,0,1,0,0
253,Jake Stringer,Bombers,394000,503000,59,11.7,64.47,Forward,1,0,1,0,0,0
253,Richard Douglas,Crows,430000,536000,59,11,59.67,Forward,1,0,1,0,0,0
257,Phil Davis,Giants,344000,443000,58,13.1,63.48,Defender,1,0,0,1,0,0
257,Daniel McKenzie,Saints,237000,401000,58,14.5,44.4,Defender,1,0,0,1,0,0
257,Aliir Aliir,Swans,422000,503000,58,11.5,64.36,Defender,1,0,0,1,0,0
257,Zac Bailey,Lions,590000,376000,58,15.4,46.6,Forward,1,0,1,0,0,0
257,Ben Brown,Kangaroos,532000,493000,58,11.8,71.91,Forward,1,0,1,0,0,0
262,Jordan Ridley,Bombers,683000,310000,57,18.4,68,Defender,1,0,0,1,0,0
262,Jarrad McVeigh,Swans,472000,572000,57,10,62,Defender,1,0,0,1,0,0
262,Jack Ziebell,Kangaroos,644000,601000,57,9.5,89.73,Forward,1,0,1,0,0,0
262,Lachlan Keeffe,Giants,344000,267000,57,21.3,42.4,Defender,1,0,0,1,0,0
266,George Horlin-Smith,Suns,425000,438000,56,12.8,46.71,Midfield,1,1,0,0,0,0
266,Tory Dickson,Bulldogs,357000,371000,56,15.1,57.59,Forward,1,0,1,0,0,0
268,Mason Cox,Magpies,381000,423000,55,13,51.5,Forward,1,0,1,0,0,0
268,David Myers,Bombers,401000,567000,55,9.7,54.14,Midfield,1,1,0,0,0,0
268,Jy Simpkin,Kangaroos,676000,432000,55,12.7,66.76,Midfield,1,1,0,0,0,0
268,Ethan Hughes,Dockers,492000,381000,55,14.4,58.1,Defender,1,0,0,1,0,0
268,Liam Duggan,Eagles,661000,485000,55,11.3,66.67,Defender,1,0,0,1,0,0
273,Jeremy McGovern,Eagles,541000,485000,54,11.1,68.22,Defender,1,0,0,1,0,0
273,Taylor Walker,Crows,366000,449000,54,12,63.14,Forward,1,0,1,0,0,0
273,Tom Clurey,Power,419000,407000,54,13.3,58.05,Defender,1,0,0,1,0,0
273,Liam Ryan,Eagles,534000,411000,54,13.1,56.79,Forward,1,0,1,0,0,0
273,Christian Petracca,Demons,825000,585000,54,9.2,75.91,Midfield,1,1,0,0,0,0
273,Jordan De Goey,Magpies,605000,594000,54,9.1,79.94,Forward,1,0,1,0,0,0
279,Mitch McGovern,Blues,396000,516000,53,10.3,48.81,Forward,1,0,1,0,0,0
279,Nick Vlastuin,Tigers,587000,531000,53,10,78.96,Defender,1,0,0,1,0,0
279,Robbie Tarrant,Kangaroos,557000,482000,53,11,65.05,Defender,1,0,0,0,0,0
279,Benjamin Stratton,Hawks,301000,362000,53,14.6,37.26,Defender,1,0,0,1,0,0
279,Jack Scrimshaw,Hawks,557000,203000,53,26.1,59,Defender,1,0,0,1,0,0
284,Alex Pearce,Dockers,232000,303000,52,17.2,43.45,Defender,1,0,0,1,0,0
284,Lachlan Weller,Suns,621000,543000,52,9.6,82.53,Midfield,1,1,0,0,0,0
284,Mark Hutchings,Eagles,308000,559000,52,9.3,49.11,Forward,1,0,1,0,0,0
284,Pearce Hanley,Suns,436000,414000,52,12.6,76.44,Defender,1,0,0,1,0,0
284,Darcy Moore,Magpies,495000,410000,52,12.7,57.24,Defender,1,0,0,1,0,0
284,Oliver Florent,Swans,576000,458000,52,11.4,69.33,Midfield,1,1,0,0,0,0
290,Ryan Clarke,Swans,572000,511000,51,10,62,Midfield,1,1,0,0,0,0
290,Taylor Duryea,Bulldogs,533000,448000,51,11.4,76.93,Forward,1,0,1,0,0,0
290,Jarrod Garlett,Blues,383000,394000,51,12.9,0,Forward,1,0,1,0,0,0
290,Jayden Hunt,Demons,370000,463000,51,11,54.95,Forward,1,0,1,0,0,0
294,Jordan Roughead,Magpies,395000,489000,50,10.2,53.71,Defender,1,0,0,1,0,0
294,Jack Lukosius,Suns,595000,268000,50,18.7,52.33,Defender,1,0,0,1,0,0
294,Tom Bellchambers,Bombers,426000,577000,50,8.7,71.12,Ruck,1,0,0,0,1,0
294,Chayce Jones,Crows,313000,254000,50,19.7,45.62,Midfield,1,1,0,0,0,0
