Matt Rowell,35.4,270000,Midfield,Gold Coast Suns,14,0.00013111111111111111
Caleb Serong,61.5,256000,Midfield,Fremantle Dockers,5,0.000240234375
Matthew Kennedy,25.2,359000,Forward,Carlton Blues,0,7.01949860724234e-05
Ben Keays,62.44444444444444,338000,Forward,Adeliade Crows,0,0.00018474687705456936
Jack Lukosius,61.6,388000,Defender,Gold Coast Suns,6,0.00015876288659793814
Will Day,21.6,246000,Defender,Hawthorn Hawks,3,8.78048780487805e-05
Zac Bailey,62.1,358000,Defender,Brisbane Lions,5,0.000173463687150838
Daniel Butler,68.2,384000,Forward,St Kilda Saints,0,0.00017760416666666668
Jake Riccardi,0.0,170000,Forward,Greater Western Sydney Giants,0,0.0
Noah Anderson,55.7,268000,Midfield,Gold Coast Suns,21,0.0002078358208955224
Lachlan Fogarty,17.9,326000,Forward,Geelong Cats,0,5.49079754601227e-05
Sam Mayes,26.3,300000,Midfield,Port Adelaide Power,0,8.766666666666667e-05
Brett Bewley,60.44444444444444,367000,Forward,Fremantle Dockers,17,0.00016469875870420828
Dylan Stephens,19.4,262000,Midfield,Sydney Swans,6,7.404580152671756e-05
Jackson Nelson,55.714285714285715,358000,Defender,West Coast Eagles,0,0.0001556264964086193
Luke Davies-Uniacke,10.4,395000,Midfield,North Melbourne Kangaroos,0,2.6329113924050635e-05
Sam Simpson,62.0,170000,Midfield,Geelong Cats,0,0.0003647058823529412
Marc Pittonet,58.375,305000,Ruck,Carlton Blues,0,0.0001913934426229508
Jye Caldwell,51.833333333333336,310000,Midfield,Greater Western Sydney Giants,0,0.00016720430107526884
Mitchell Hibberd,20.9,197000,Midfield,Essendon Bombers,4,0.00010609137055837562
Jake Carlisle,56.111111111111114,393000,Defender,St Kilda Saints,0,0.00014277636415040997
Tom Green,16.9,252000,Midfield,Greater Western Sydney Giants,31,6.706349206349206e-05
Shane McAdam,46.0,170000,Forward,Adeliade Crows,0,0.0002705882352941176
Trent Rivers,12.0,208000,Defender,Melbourne Demons,5,5.769230769230769e-05
Darcy Fort,52.2,321000,Forward,Geelong Cats,0,0.00016261682242990654
Callum Ah Chee,52.111111111111114,345000,Midfield,Brisbane Lions,0,0.00015104669887278585
Isaac Quaynor,44.2,370000,Defender,Collingwood Magpies,0,0.00011945945945945946
Marlion Pickett,53.875,170000,Midfield,Richmond Tigers,72,0.00031691176470588235
Cameron Rayner,53.2,334000,Forward,Brisbane Lions,0,0.00015928143712574852
Sam Draper,10.7,170000,Ruck,Essendon Bombers,0,6.294117647058823e-05
Josh Rotham,7.1,336000,Defender,West Coast Eagles,0,2.113095238095238e-05
Justin Mcinerney,17.6,170000,Midfield,Sydney Swans,3,0.00010352941176470589
Lachlan Schultz,44.22222222222222,320000,Forward,Fremantle Dockers,16,0.00013819444444444445
Aidan Corr,54.8,265000,Defender,Greater Western Sydney Giants,1,0.00020679245283018868
Jarrod Brander,22.1,217000,Defender,West Coast Eagles,41,0.00010184331797235024
Trent McKenzie,52.75,390000,Defender,Port Adelaide Power,0,0.00013525641025641024
Lachlan Sholl,3.1,170000,Defender,Adeliade Crows,0,1.823529411764706e-05
Izak Rankine,56.0,170000,Forward,Gold Coast Suns,34,0.0003294117647058824
Esava Ratugolea,46.77777777777778,372000,Forward,Geelong Cats,0,0.00012574671445639187
Nathan Broad,49.4,372000,Defender,Richmond Tigers,0,0.0001327956989247312
Gary Rohan,44.333333333333336,365000,Forward,Geelong Cats,0,0.00012146118721461188
Jack Madgen,17.8,288000,Defender,Collingwood Magpies,6,6.180555555555556e-05
Bailey Scott,46.5,329000,Midfield,North Melbourne Kangaroos,0,0.00014133738601823707
Derek Eggmolesse-Smith,49.6,327000,Defender,Richmond Tigers,0,0.00015168195718654435
Nick Blakey,41.666666666666664,366000,Forward,Sydney Swans,0,0.00011384335154826958
Andrew McPherson,20.4,170000,Defender,Adeliade Crows,2,0.00011999999999999999
Aaron Vandenberg,40.8,353000,Midfield,Melbourne Demons,0,0.00011558073654390935
Ed Vickers-Willis,0.0,287000,Defender,North Melbourne Kangaroos,0,0.0
Samuel Collins,53.2,348000,Defender,Gold Coast Suns,0,0.0001528735632183908
Mitchell Crowden,8.8,354000,Forward,Fremantle Dockers,0,2.4858757062146894e-05
Jake Kolodjashnij,43.833333333333336,358000,Defender,Geelong Cats,0,0.00012243947858473
Curtis Taylor,46.0,170000,Forward,North Melbourne Kangaroos,49,0.0002705882352941176
Ben Crocker,51.0,283000,Forward,Adeliade Crows,2,0.0001802120141342756
Jed Bews,36.44444444444444,363000,Defender,Geelong Cats,0,0.00010039791857973675
Todd Marshall,55.5,385000,Forward,Port Adelaide Power,0,0.00014415584415584416
Mitch Georgiades,22.0,236000,Forward,Port Adelaide Power,18,9.322033898305085e-05
Ben Long,41.0,392000,Forward,St Kilda Saints,6,0.00010459183673469388
Laitham Vandermeer,49.22222222222222,170000,Midfield,Western Bulldogs,0,0.0002895424836601307
Myles Poholke,10.2,288000,Forward,Adeliade Crows,4,3.541666666666666e-05
Tom Williamson,39.285714285714285,251000,Defender,Carlton Blues,0,0.00015651678998292545
Lachlan Ash,41.125,264000,Defender,Greater Western Sydney Giants,26,0.00015577651515151516
Kane Farrell,50.0,334000,Forward,Port Adelaide Power,0,0.0001497005988023952
Tom Sparrow,8.5,293000,Forward,Melbourne Demons,2,2.901023890784983e-05
Jack Henry,38.0,326000,Defender,Geelong Cats,0,0.00011656441717791411
Jake Aarts,46.833333333333336,170000,Forward,Richmond Tigers,0,0.0002754901960784314
Keidean Coleman,0.0,198000,Midfield,Brisbane Lions,0,0.0
Boyd Woodcock,4.0,170000,Forward,Port Adelaide Power,0,2.3529411764705884e-05
Darcy Cameron,18.9,170000,Ruck,Collingwood Magpies,17,0.00011117647058823528
Noah Balta,46.833333333333336,353000,Ruck,Richmond Tigers,0,0.00013267233238904627
Josh Corbett,0.0,317000,Forward,Gold Coast Suns,0,0.0
Nick Hind,53.2,358000,Forward,St Kilda Saints,0,0.00014860335195530726
Oleg Markov,4.7,310000,Midfield,Richmond Tigers,0,1.5161290322580646e-05
Robbie Fox,42.57142857142857,389000,Defender,Sydney Swans,0,0.00010943811972089607
Max King,41.4,170000,Forward,St Kilda Saints,15,0.00024352941176470586
Thomas Murphy,2.5,217000,Defender,North Melbourne Kangaroos,0,1.152073732718894e-05
Tom De Koning,0.0,190000,Ruck,Carlton Blues,0,0.0
Ian Hill,0.6,340000,Forward,Greater Western Sydney Giants,3,1.764705882352941e-06
Hayden Young,41.6,258000,Defender,Fremantle Dockers,16,0.00016124031007751937
Mitch McGovern,45.25,362000,Forward,Carlton Blues,0,0.000125
Harry Schoenberg,4.3,224000,Midfield,Adeliade Crows,0,1.919642857142857e-05
Easton Wood,43.57142857142857,347000,Defender,Western Bulldogs,0,0.0001255660765747221
Travis Varcoe,15.0,398000,Forward,Collingwood Magpies,0,3.768844221105528e-05
James Bell,14.3,209000,Midfield,Sydney Swans,0,6.842105263157895e-05
Brandon Starcevich,44.2,189000,Defender,Brisbane Lions,30,0.00023386243386243387
Roarke Smith,3.0,329000,Midfield,Western Bulldogs,45,9.11854103343465e-06
Ed Richards,46.333333333333336,378000,Midfield,Western Bulldogs,0,0.00012257495590828926
Tyson Stengle,41.8,327000,Forward,Adeliade Crows,0,0.00012782874617737002
Billy Frampton,16.6,293000,Forward,Adeliade Crows,0,5.6655290102389084e-05
Bradley Close,13.4,170000,Midfield,Geelong Cats,2,7.882352941176471e-05
Brayden Ham,41.166666666666664,303000,Midfield,Essendon Bombers,0,0.00013586358635863586
James Stewart,3.9,316000,Forward,Essendon Bombers,0,1.2341772151898735e-05
Brendon Ah Chee,37.5,384000,Midfield,West Coast Eagles,0,9.765625e-05
Sam Frost,42.77777777777778,390000,Defender,Hawthorn Hawks,0,0.00010968660968660969
Tom Atkins,30.2,395000,Forward,Geelong Cats,0,7.645569620253165e-05
Jonathon Marsh,16.9,246000,Defender,St Kilda Saints,21,6.869918699186992e-05
Sam Weideman,44.2,381000,Forward,Melbourne Demons,0,0.00011601049868766405
Daniel McStay,43.625,383000,Forward,Brisbane Lions,0,0.00011390339425587468
Tyler Brown,34.8,170000,Midfield,Collingwood Magpies,1,0.00020470588235294116
Liam Jones,37.111111111111114,333000,Defender,Carlton Blues,10,0.00011144477811144478
Ben King,40.2,290000,Forward,Gold Coast Suns,15,0.00013862068965517243
Tom McCartin,40.714285714285715,360000,Forward,Sydney Swans,0,0.00011309523809523809
Kyle Hartigan,40.0,314000,Defender,Adeliade Crows,0,0.00012738853503184712
Hayden McLean,18.5,394000,Ruck,Sydney Swans,0,4.695431472081218e-05
Mason Cox,13.4,382000,Forward,Collingwood Magpies,1,3.507853403141361e-05
Xavier O'Neill,0.0,170000,Midfield,West Coast Eagles,0,0.0
Luke Jackson,37.0,266000,Ruck,Melbourne Demons,0,0.00013909774436090226
Oliver Hanrahan,16.2,372000,Forward,Hawthorn Hawks,0,4.3548387096774194e-05
Mitchell Hannan,39.166666666666664,391000,Forward,Melbourne Demons,0,0.00010017050298380222
Ben McKay,19.8,192000,Defender,North Melbourne Kangaroos,0,0.000103125
Ned McHenry,37.42857142857143,170000,Midfield,Adeliade Crows,5,0.00022016806722689077
Lewis Melican,4.0,315000,Defender,Sydney Swans,0,1.2698412698412699e-05
Connor Budarick,41.5,170000,Midfield,Gold Coast Suns,26,0.00024411764705882354
Zaine Cordy,38.22222222222222,301000,Defender,Western Bulldogs,0,0.00012698412698412698
Kyron Hayden,36.5,170000,Midfield,North Melbourne Kangaroos,1,0.00021470588235294118
Lachlan Keeffe,33.0,315000,Defender,Greater Western Sydney Giants,0,0.00010476190476190476
Darcy Fogarty,15.5,361000,Forward,Adeliade Crows,0,4.293628808864266e-05
Changkuoth Jiath,0.0,302000,Defender,Hawthorn Hawks,0,0.0
Oscar McDonald,37.6,286000,Defender,Melbourne Demons,0,0.00013146853146853147
Brayden Ainsworth,14.5,334000,Midfield,West Coast Eagles,6,4.341317365269461e-05
Griffin Logue,35.2,375000,Defender,Fremantle Dockers,0,9.386666666666668e-05
Zac Langdon,33.0,298000,Forward,Greater Western Sydney Giants,3,0.00011073825503355705
Jack Mahony,38.285714285714285,204000,Midfield,North Melbourne Kangaroos,2,0.0001876750700280112
Mabior Chol,37.833333333333336,391000,Ruck,Richmond Tigers,0,9.67604433077579e-05
Nick Larkey,9.7,399000,Forward,North Melbourne Kangaroos,0,2.431077694235589e-05
Jacob Townsend,34.44444444444444,266000,Forward,Essendon Bombers,14,0.00012949039264828737
Lachlan Hosie,4.4,170000,Forward,North Melbourne Kangaroos,0,2.5882352941176472e-05
