Max Gawn,Lachie Neale,Lachlan Hunter,Zachary Merrett,Clayton Oliver,Jake Lloyd,Steele Sidebottom,Taylor Adams,Tom Rockliff,Jack Steele,Jackson Macrae,Mitchell Duncan,Matt Crouch,Brodie Grundy,Andrew Gaff,Reilly O'Brien,Christian Petracca,Lachie Whitfield,Tom Mitchell,Luke Parker,Joshua Kelly,Jarryd Lyons,Marcus Bontempelli,Cameron Guthrie,Jed Anderson,Adam Treloar,Travis Boak,Dylan Shiel,Josh P. Kennedy,Sam Menegola,Touk Miller,Rory Laird,Patrick Dangerfield,Scott Pendlebury,Todd Goldstein,Trent Dumont,Stephen Coniglio,Alex Witherden,Dayne Zorko,Edward Curnow,Sam Walsh,Andrew McGrath,James Worpel,Hugh Greenwood,Oliver Wines,Josh Dunkley,Thomas Stewart,Rowan Marshall,Andrew Brayshaw,Shaun Higgins,Jack Crisp,Tim Kelly,Jaeger O'Meara,Jack Viney,Dustin Martin,Nathan Fyfe,Patrick Cripps,Tim Taranto,Blake Acres,Hugh McCluggage,Brad Crouch,Callum Mills,Jack Billings,Jayden Short,Michael Walters,Ed Langdon,Timothy English,Luke McDonald,Brandon Ellis,Tom Hawkins,Caleb Daniel,Jared Polec,Jordan Ridley,David Swallow,Zak Jones,Christian Salem,Dan Houston,Elliot Yeo,Brayden Maynard,Sam Docherty,Jy Simpkin,Matt Rowell,Devon Smith,Nick Haynes,Isaac Heeney,Luke Ryan,Jacob Hopper,Harry Perryman,Brad Ebert,Thomas Liberatore,Daniel Rich,Dominic Sheed,Nicholas Naitanui,James Sicily,Liam Duggan,Bradley Sheppard,Bailey Smith,Rhys Stanley,Jack Steven,Jarrod Berry,Kyle Langford,Luke Shuey,James Cousins,Brandan Parfitt,Brodie Smith,Josh Daicos,Liam Shiels,Dion Prestia,Chad Wingard,Toby Nankervis,Will Setterfield,Joel Selwood,Caleb Serong,Marc Murphy,Jordan Dawson,Adam Saad,Adam Cerra,David Mundy,Bachar Houli,Toby Greene,Zachary Williams,Matthew Kennedy,Darcy Parish,Scott Lycett,Lachlan Weller,Trent Cotchin,Isaac Smith,Shannon Hurn,Jarrod Witts,Shai Bolton,Sam Jacobs,Tom Lynch,Ben Keays,Jack Bowes,Jack Martin,Bailey Williams,Hunter Clark,Paul Seedsman,Karl Amon,Angus Brayshaw,Tom Phillips,Nicholas Coffield,Zach Tuohy,Kane Lambert,Jack Lukosius,Ben Ainsworth,Jason Johannisen,Darcy Byrne-Jones,James Aish,Jade Gresham,Patrick Ryder,Michael Gibbons,Steven May,Aaron Hall,Jack Gunston,Robbie Gray,Zak Butters,Gryan Miers,Rory Sloane,Hamish Hartlett,Callum Sinclair,Michael Hurley,Oliver Florent,Lewis Jetta,Hayden Crozier,Mark Blicavs,Jonathon Ceglar,Ricky Henderson,Ryan Clarke,Sebastian Ross,Oscar McInerney,Will Day,Zac Bailey,Daniel Butler,Jack Graham,Jack Higgins,Tom Doedee,Jake Riccardi,Noah Anderson,Kade Simpson,Matthew Taberner,Jack Redden,John Noble,Darcy Tucker,Robbie Tarrant,Jack Scrimshaw,Tom Papley,Lachlan Fogarty,Harry Cunningham,Bayley Fritsch,Lachlan Henderson,Jackson Hately,Shane Edwards,Sam Mayes,Peter Ladhams,Michael Hibberd,Sam Powell-Pepper,Patrick Lipinski,Reece Conca,Jordan De Goey,Jack Newnes,Brett Bewley,Nick Vlastuin,Dylan Stephens,Rupert Wills,Jackson Nelson,Charlie Dixon,Daniel Hannebery,Jeremy McGovern,Mitch Robinson,Rory Lobb,Liam Ryan,Xavier Duursma,Jamie Elliott,Luke Davies-Uniacke,Bradley Hill,James Rowbottom,Liam Baker,Gary Ablett,Mitchell Brown,Brayden Fiorini,Jackson Thurlow,Heath Shaw,Christopher Mayne,Connor Rozee,Jasper Pittard,Kamdyn Mcintosh,Luke Breust,David Zaharakis,Sam Simpson,Oscar Allen,Marc Pittonet,Will Snelling,Shaun Atley,Justin Westhoff,Charlie Cameron,Jye Caldwell,Jamie Cripps,Jack Darling,Sam Petrevski-Seton,Tim Membrey,Mitchell Hibberd,Jack Sinclair,Ivan Soldo,Levi Casboult,Zac Fisher,Toby McLean,Jake Carlisle,Jason Castagna,Callan Ward,Tom Green,Shane McAdam,David Astbury,Dane Rampe,Harry Morrison,Trent Rivers,Jake Waterman,Darcy Fort,Callum Ah Chee,Luke Dahlhaus,Jack Lonie,Isaac Quaynor,Conor McKenna,David MacKay,Marlion Pickett,Josh Battle,Nathan Wilson,Adam Tomlinson,Sean Darcy,Cameron Rayner,Daniel Rioli,Ethan Hughes,Grant Birchall,Connor Blakely,Jeremy Cameron,Darcy Moore,Ryan Lester,Josh Caddy,Jack Ross,Tom Cutler,Sam Draper,Josh Rotham,George Hewett,Justin Mcinerney,David Cuningham,Lachlan Schultz,Aidan Corr,Stephen Hill,Elliott Himmelberg,Eric Hipwood,Ben McEvoy,Jeremy Finlayson,Jarrod Brander,Wil Powell,Will Hoskin-Elliott,Trent McKenzie,James Harmes,Alex Sexton,Cameron Zurhaar,Riley Bonner,Jamie MacMillan,Lincoln McCarthy,Lachlan Sholl,Andrew Phillips,Ryan Burton,Ben Paton,Brody Mihocek,Shane Mumford,Jesse Hogan,Izak Rankine,Nathan Jones,Esava Ratugolea,Tom Lynch,Nathan Broad,Gary Rohan,Harry McKay,Mark O'Connor,Jack Madgen,Darcy Macpherson,Jack Riewoldt,Callum Wilkie,Brent Daniels,Bailey Scott,Will Hayward,Blake Hardwick,Stefan Martin,Jaidyn Stephenson,Derek Eggmolesse-Smith,Nick Blakey,Daniel Lloyd,Luke Brown,Joshua Kennedy,Levi Greenwood,Matt Guelfi,Anthony McDonald-Tipungwuti,Quinton Narkle,Andrew McPherson,Pearce Hanley,Tom Scully,Dean Kent,Mason Redman,Taylin Duman,Aaron Vandenberg,Ed Vickers-Willis,Samuel Collins,Jacob Weitering,Marley Williams,Jake Lever,Mitchell Wallis,Mitchell Crowden,Jake Kolodjashnij,Curtis Taylor,Ben Crocker,Jed Bews,Callum Brown,Todd Marshall,Mitch Georgiades,Jarrod Lienert,Cale Hooker,Sam Wicks,Shaun Burgoyne,Tom Cole,Thomas Jonas,Bailey Banfield,Harris Andrews,Ben Long,Tom Bellchambers,Laitham Vandermeer,Myles Poholke,Jarrod Harbrow,Harrison Himmelberg,Sam Lloyd,Steven Motlop,Tom McDonald,Eddie Betts,Tom Williamson,Sam Reid,Daniel Howe,Darcy Gardiner,Lachlan Plowman,Matthew De Boer,Jayden Laverde,Noah Answerth,Aliir Aliir,Tom Barrass,Lachlan Ash,Kane Farrell,Dougal Howard,Lewis Taylor,Joshua Walker,Dylan Grimes,Lachlan Murphy,Tom Sparrow,Jack Henry,Jake Aarts,Jake Melksham,Brennan Cox,Cameron Ellis-Yolmen,Keidean Coleman,Boyd Woodcock,Nicholas Holman,Darcy Cameron,Sam Gray,Noah Balta,Josh Corbett,Nick Hind,Oleg Markov,Tom Clurey,Robbie Fox,Alex Neal-Bullen,Max King,Thomas Murphy,Jarryn Geary,Dylan Clarke,Tom De Koning,Charlie Ballard,Ian Hill,Hayden Young,Mitch McGovern,Aaron Francis,Adam Kennedy,Jake Stringer,Harry Schoenberg,Easton Wood,Travis Varcoe,James Bell,Brandon Starcevich,Roarke Smith,Matt Cottrell,Alex Keath,Tim O'Brien,Ed Richards,Tyson Stengle,Josh Thomas,Billy Frampton,Bradley Close,Brayden Ham,Bailey Dale,Paul Puopolo,Harry Taylor,James Stewart,Martin Gleeson,Sam Day,Matthew Suckling,Brendon Ah Chee,Jake Kelly,Shaun McKernan,Sam Frost,Tom Atkins,Jonathon Marsh,Sam Weideman,Daniel McStay,Tyler Brown,Orazio Fantasia,Jordan Roughead,Paul Ahern,Tarryn Thomas,Liam Jones,Josh Bruce,Ben Brown,Ben King,Tom McCartin,Taylor Walker,Kyle Hartigan,Hayden McLean,Mason Cox,Xavier O'Neill,Aaron Naughton,Luke Jackson,Oliver Hanrahan,Mitchell Hannan,Ben McKay,Jay Lockhart,Charlie Spargo,Harley Bennell,Jarman Impey,Jack Ziebell,Ned McHenry,Lewis Melican,Sydney Stack,Connor Budarick,Zaine Cordy,Mason Wood,Daniel Talia,Kyron Hayden,Colin O'Riordan,Lachlan Keeffe,Phil Davis,Darcy Fogarty,Changkuoth Jiath,Jayden Hunt,Oscar McDonald,Brayden Ainsworth,Griffin Logue,Zac Langdon,Jack Mahony,Brandon Matera,Mabior Chol,Nick Larkey,Jacob Townsend,Travis Colyer,Lachlan Hosie,Jack Payne,Kysaiah Pickett,Benjamin Stratton,Sean Lemmens,Aiden Bonar,Chayce Jones,Brandon Zerk-Thatcher,Will Hamill,James Frawley,Sam Flanders,Minairo Frederick,Jack Petruccelle,Ryan Gardner,Caleb Graham,Thomas Berry,Mitchell Lewis,Fischer McAsey,Archie Smith,Jonathon Patton,Jarrod Cameron,Joel Smith,Neville Jetta,Ben Cunnington,Jeremy Howe,Luke Dunstan,Sam Naismith,Wayne Milera,Rory Atkins,Sam Sturt,Jordan Clark,Jesse Joyce,Kaiden Brand,Nic Newman,Will Brodie,Ben Ronke,Paddy Dow,Ben Davis,Isaac Cumming,Jack Silvagni,Toby Bedford,Deven Robertson,Zach Guthrie,Ben Cavarra,Dylan Roberton,Matthew Kreuzer,Bryce Gibbs,Lewis Young,Sam Taylor,Marcus Adams,Tom Hickey,Lin Jong,Dyson Heppell,Darcy Lang,Billy Gowers,Will Schofield,Rhylee West,Louis Butler,Tristan Xerri,Sam Philp,Matthew Scharenberg,Josh Schache,Harrison Jones,Atu Bosenavulagi,Ryley Stoddart,Chad Warner,Will Kelly,Josh Morris,Cameron Sutcliffe,Tom Campbell,Cody Weightman,Ned Cahill,Elijah Taylor,Ryan Byrnes,Charlie Constable,Matthew Ling,Patrick Naish,Callum Porter,Tobe Watson,Matthew Parker,Shane Savage,Majak Daw,Sam Skinner,Brayden Sier,Jackson Trengove,Connor Ballenden,Kieran Strachan,Mark Keane,Riley Knight,Harry Edwards,Will Walker,Xavier O'Halloran,Ben Reid,Trey Ruscoe,Jeremy Sharp,Jack Bytel,Conor Nash,Sam Durdin,Matt Eagles,Conor Glass,Braydon Preuss,Rhys Mathieson,Zac Foot,Kobe Mutch,Josh Honey,Irving Mosquito,Michael Hartley,Liam Henry,Flynn Appleby,Jordon Butts,Joe Daniher,Will Hayes,Thomson Dow,Mark Hutchings,Cameron Polson,Tory Dickson,Max Lynch,Josh Jenkins,Damon Greaves,Flynn Perez,Dylan Moore,Oskar Baker,Ryan Abbott,Taylor Duryea,Mitchell Hinge,Jack Buckley,Finn Maginness,Lochie O'Brien,Taylor Garner,Ben Jarvis,Hamish Brayshaw,Joel Amartey,Connor Idun,Jy Farrar,Luke Foley
73,108,71,75,74,55,107,105,91,82,84,89,54,114,107,63,90,68,82,113,81,98,51,50,49,0,84,122,0,46,84,70,40,90,77,62,74,57,56,52,65,92,81,57,0,59,63,65,44,73,59,81,83,132,90,89,92,0,0,60,58,72,87,66,80,102,56,39,69,76,63,86,80,73,96,0,79,49,76,95,89,64,70,85,101,28,89,86,101,0,60,93,53,62,83,69,95,0,0,35,82,116,0,0,35,70,97,89,100,30,24,62,0,78,62,100,43,0,0,81,0,0,37,55,66,63,85,94,33,83,80,0,0,62,86,67,52,57,82,63,37,0,62,59,55,74,55,86,43,33,68,20,41,42,59,76,45,44,78,50,0,79,72,92,79,38,55,59,0,63,30,0,51,59,23,0,0,0,33,72,40,39,67,82,40,0,79,0,48,42,0,0,52,0,0,85,76,0,68,61,46,89,38,0,0,58,0,78,52,93,92,91,63,55,0,42,45,46,89,30,80,0,62,94,85,44,0,74,62,0,0,0,72,48,69,52,0,58,44,59,36,0,0,71,82,54,0,0,54,0,27,0,49,50,42,0,0,44,0,63,32,0,0,0,60,0,0,59,34,47,69,28,0,0,50,44,0,67,0,59,0,0,0,48,50,45,37,0,0,80,45,40,61,0,73,61,56,0,44,0,52,46,0,0,79,59,82,0,0,0,0,23,22,36,43,0,58,23,45,50,39,35,0,29,0,51,0,0,39,71,41,19,0,59,49,44,0,0,58,76,82,54,0,0,58,49,0,32,40,33,0,47,0,0,55,63,60,43,0,0,70,0,50,46,62,51,64,0,0,0,22,57,64,44,0,0,0,0,36,24,51,31,59,43,74,0,0,22,57,2,36,64,0,49,0,33,31,0,0,0,23,0,70,0,0,0,0,52,0,55,32,25,49,0,0,0,0,0,45,45,3,73,0,47,0,0,34,0,0,71,30,0,39,42,41,0,0,13,35,52,0,0,30,55,59,32,0,35,24,0,0,51,46,38,23,14,55,37,33,53,35,53,42,0,0,56,0,6,0,64,0,0,42,25,0,0,22,0,0,26,32,33,0,41,0,49,0,24,33,0,0,47,0,17,48,0,0,0,33,60,60,0,0,44,21,45,0,37,40,0,32,0,0,36,49,12,0,0,16,0,33,0,0,27,117,110,100,78,63,63,61,51,50,49,49,45,43,38,37,36,34,26,26,25,23,20,16,14,14,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,109,0,108,101,111,83,100,105,102,65,73,72,82,98,103,108,67,70,94,59,76,63,58,67,0,92,61,0,84,70,62,94,100,127,92,90,0,72,86,69,87,70,68,0,108,80,77,72,90,82,97,0,62,73,98,77,0,0,49,87,74,112,62,105,75,55,49,0,43,62,90,61,0,108,78,66,104,76,88,72,108,60,67,48,89,61,42,91,0,69,62,62,55,57,51,93,83,0,62,87,94,0,94,45,80,37,75,70,0,63,97,0,75,55,55,51,48,100,39,63,0,56,90,86,86,53,53,65,73,55,0,30,76,57,57,89,23,68,71,101,44,63,57,66,61,50,84,87,92,53,74,39,59,55,61,114,104,56,74,93,57,90,67,52,47,74,24,0,107,85,0,56,82,51,79,27,0,73,51,58,62,41,60,70,0,54,0,69,65,0,0,51,0,0,0,52,64,62,56,26,52,60,0,0,24,43,79,46,75,49,41,92,27,0,59,37,50,80,0,75,0,21,56,76,43,0,53,23,0,68,74,30,69,76,92,54,26,48,73,68,0,0,74,46,0,0,31,45,55,0,0,72,86,46,45,0,0,69,56,82,0,0,0,37,0,0,65,26,52,28,21,36,0,44,28,36,0,0,59,0,0,56,40,43,34,36,0,0,38,39,53,46,49,22,75,64,47,68,66,43,40,0,0,38,57,29,0,0,0,39,37,68,40,31,27,45,47,46,23,75,29,35,36,27,43,0,0,54,24,35,34,0,15,34,78,0,47,55,0,42,41,0,0,25,49,0,27,46,0,0,69,36,35,39,64,0,0,58,0,46,0,21,43,38,37,49,47,0,43,59,39,93,40,41,0,0,0,55,22,67,0,0,62,25,0,0,31,65,33,43,27,0,23,0,38,38,0,0,0,38,58,34,0,0,49,0,91,0,42,50,0,8,0,0,30,0,39,60,34,0,46,0,0,0,0,79,0,0,25,33,64,0,21,0,0,0,31,34,64,0,0,85,52,7,6,48,65,47,0,0,18,22,0,22,0,43,27,34,59,62,31,35,0,0,0,0,43,29,40,0,0,0,0,47,0,66,37,0,23,63,0,20,29,24,41,0,23,38,0,53,0,0,25,0,0,36,0,0,27,40,0,0,0,27,40,0,38,0,0,45,0,0,29,20,0,38,0,39,0,26,0,26,24,57,79,0,0,40,33,0,0,0,32,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,63,52,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,126,0,0,0,83,126,75,63,70,105,90,67,99,111,94,0,10,70,73,0,96,72,64,67,0,106,0,0,32,102,79,72,97,97,71,72,0,0,52,49,0,68,77,86,71,88,67,54,41,79,61,85,0,0,79,99,0,0,108,80,38,64,70,75,0,78,29,85,58,86,41,0,62,66,0,55,59,107,97,96,104,0,78,86,56,72,105,77,62,82,34,94,77,41,65,60,47,21,87,0,31,0,0,73,71,44,52,87,0,40,67,0,54,70,0,70,55,86,0,45,0,0,85,95,64,99,53,80,38,44,0,68,88,77,60,60,73,48,0,57,73,66,41,68,83,81,64,59,72,56,71,0,86,59,40,35,68,41,63,33,0,70,42,67,28,80,60,0,53,51,0,40,83,44,60,86,0,39,52,43,33,50,68,50,60,73,0,46,0,0,80,35,0,0,0,26,0,47,70,37,57,72,0,57,0,65,55,0,57,52,42,37,74,0,91,64,0,54,0,0,0,64,47,23,70,0,30,0,0,40,78,0,43,75,30,75,46,41,36,37,0,0,30,73,0,62,88,44,79,0,0,56,22,0,0,0,0,40,7,41,0,0,0,38,0,49,0,0,39,26,51,67,0,38,53,69,52,42,0,0,24,37,0,44,42,79,0,0,52,43,36,68,45,72,72,0,45,41,41,41,38,0,0,0,72,63,0,23,0,0,59,40,47,74,41,29,0,67,51,27,34,0,22,76,0,38,0,44,38,65,34,0,0,0,64,0,63,36,0,0,0,0,0,53,50,0,0,50,0,0,30,53,41,46,55,0,0,0,0,27,0,16,0,35,33,0,37,0,25,21,26,25,0,65,34,0,0,44,44,38,0,0,43,13,28,0,67,39,36,72,18,0,41,0,0,54,54,0,0,46,32,45,0,0,22,0,22,54,0,49,0,0,0,0,53,0,32,42,0,0,0,0,0,0,0,60,0,0,64,32,45,0,0,0,0,0,43,0,45,0,0,21,50,47,36,0,66,35,39,0,30,57,0,55,34,22,31,22,49,68,11,34,0,48,0,0,39,0,39,0,0,0,0,0,0,70,14,0,49,69,58,32,23,24,17,0,55,48,0,0,0,0,24,25,0,48,0,0,0,36,0,0,0,38,0,35,20,0,34,22,0,0,33,0,0,18,0,33,26,35,0,0,0,0,61,0,0,0,6,14,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,64,0,0,47,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,123,0,58,78,65,60,96,72,98,71,96,0,117,93,68,76,88,78,83,92,77,94,106,90,0,64,62,0,106,81,58,93,81,91,72,35,0,31,78,90,72,99,49,50,0,17,89,53,91,69,88,49,68,54,36,73,0,0,105,82,80,87,66,77,59,102,70,83,65,65,87,76,52,36,51,82,61,84,110,91,78,86,70,64,37,49,41,91,64,56,65,51,71,46,65,61,0,62,116,53,66,0,88,73,55,77,85,87,118,64,77,60,81,50,74,41,59,85,73,64,0,43,70,61,92,62,61,94,65,0,0,72,58,45,58,66,0,74,70,51,61,54,40,68,62,51,56,55,35,0,106,36,52,42,40,50,80,49,82,57,56,43,54,52,64,70,68,0,53,46,0,61,80,0,70,34,0,56,68,88,55,52,82,59,30,84,0,57,35,0,22,88,0,0,43,42,62,49,32,56,61,30,0,80,0,105,45,0,65,56,60,0,43,0,86,65,52,41,0,0,0,65,28,53,88,38,69,57,0,0,63,24,64,84,53,0,48,19,61,85,0,0,0,94,0,35,60,39,61,51,25,55,36,0,44,0,43,59,65,69,0,0,0,0,66,21,75,0,56,0,67,46,0,66,69,44,46,39,0,0,0,45,50,99,43,76,45,24,45,6,54,46,50,34,28,44,41,29,44,0,71,0,0,0,48,40,51,62,0,0,48,59,31,22,0,102,0,61,38,40,56,0,58,35,0,62,0,30,0,66,76,0,0,32,0,0,31,27,40,46,0,24,0,42,48,55,33,45,0,61,58,46,67,49,67,0,0,46,0,38,49,64,0,56,69,36,42,66,68,33,33,39,34,34,64,0,0,47,44,40,0,0,38,24,18,45,44,45,57,10,50,0,51,0,42,0,67,0,0,46,0,0,0,0,0,0,69,24,0,35,0,0,0,0,53,0,77,49,75,0,42,0,0,0,0,46,0,0,23,74,48,0,0,47,0,22,74,0,0,0,51,37,0,28,59,77,28,8,65,0,56,30,32,61,40,62,23,34,15,44,0,52,0,34,44,0,28,0,19,41,0,34,0,0,0,24,45,0,27,30,47,0,32,45,0,0,33,0,0,36,0,0,57,0,21,32,0,0,31,31,0,0,31,40,0,0,41,0,16,31,0,0,0,0,0,0,20,19,35,0,0,26,0,0,92,0,76,0,0,0,0,0,0,0,0,53,0,0,0,6,0,0,0,0,0,0,0,0,29,0,26,0,0,0,0,2,48,43,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,104,0,0,76,95,0,77,57,110,84,99,90,113,66,82,69,101,69,82,116,106,45,61,66,105,79,112,0,89,74,87,68,81,94,67,90,0,0,53,44,65,74,109,53,0,0,99,106,34,53,70,71,63,67,0,81,0,0,90,94,69,86,67,69,60,99,64,71,94,65,65,79,94,0,67,81,78,76,80,60,0,64,115,65,74,52,112,67,59,69,111,86,36,69,96,1,0,71,77,61,19,0,79,75,89,34,77,62,54,62,77,44,58,55,67,88,79,59,78,0,0,44,66,70,56,68,54,63,0,0,0,59,55,90,47,38,0,40,66,51,84,74,105,47,55,83,36,82,57,0,56,85,23,76,58,85,56,46,39,0,71,69,0,58,59,53,40,49,73,74,0,52,59,0,73,62,0,64,60,38,57,0,86,77,45,67,0,32,84,0,64,51,0,0,86,57,72,48,70,46,58,48,0,39,59,57,44,47,66,62,44,0,36,0,31,61,47,54,0,0,0,91,52,60,33,47,0,18,0,81,56,58,45,20,54,0,56,63,46,48,28,0,0,34,0,67,39,56,0,59,54,0,20,0,31,63,65,26,75,51,0,0,0,0,60,38,54,50,58,41,63,48,0,67,47,28,87,0,0,0,0,50,38,58,47,50,49,0,60,81,78,0,35,49,28,57,53,63,39,56,62,0,60,0,59,39,49,44,0,0,59,67,41,83,15,45,0,45,51,60,25,0,44,43,51,81,0,62,76,41,31,0,0,69,41,0,37,50,71,29,42,55,0,46,37,52,32,63,0,40,74,70,18,45,40,0,0,51,0,26,37,29,0,33,37,0,76,36,51,84,0,56,48,33,46,0,0,54,51,48,31,0,31,59,56,36,20,0,72,30,28,0,28,54,25,0,9,0,0,74,0,33,77,0,0,0,29,0,0,36,0,36,0,0,39,0,58,29,0,0,82,0,68,28,0,37,0,0,46,22,31,0,0,38,0,54,64,47,47,0,47,51,0,63,44,21,39,0,41,0,60,19,38,37,0,9,72,83,44,47,0,18,29,50,13,0,0,0,0,62,0,39,0,0,0,0,37,20,0,21,40,0,43,37,20,59,54,0,0,15,0,0,53,0,33,0,39,0,53,0,0,0,39,36,0,0,26,0,51,36,0,0,0,0,0,50,11,0,0,0,0,28,0,26,0,0,0,0,0,42,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,45,0,25,36,50,48,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,98,104,59,83,86,0,90,0,72,89,11,89,53,52,115,89,108,102,44,56,88,88,86,0,91,73,55,0,92,91,62,102,63,108,81,78,0,72,83,72,98,74,103,67,0,0,53,87,65,54,95,69,93,38,65,49,0,55,64,73,125,74,100,87,58,81,49,75,99,51,81,75,70,71,68,68,80,71,63,95,0,85,87,60,66,74,64,47,71,44,93,51,114,77,78,94,0,0,84,58,0,0,67,107,0,92,0,42,0,67,84,47,53,53,69,58,48,0,76,0,65,72,58,52,0,99,34,59,54,0,0,40,70,74,43,47,0,71,38,52,45,79,100,59,54,43,66,72,57,0,69,70,79,62,47,57,43,72,75,0,54,59,0,0,55,34,74,57,27,35,58,35,27,76,64,86,0,57,58,73,81,0,52,33,0,54,0,59,44,0,58,0,0,0,49,68,53,0,0,58,62,57,65,69,66,54,0,84,27,76,28,0,46,0,21,63,80,63,0,38,0,70,65,53,79,82,0,80,102,85,50,82,56,49,32,0,41,47,60,74,66,0,53,62,0,54,60,60,54,32,32,0,52,81,0,31,52,55,64,54,51,65,51,45,67,55,0,43,77,26,41,47,0,77,80,30,52,0,0,0,0,59,0,28,62,55,59,0,44,62,53,0,0,58,49,50,35,72,0,48,32,0,51,50,41,74,45,0,65,0,55,27,77,44,69,53,0,27,51,63,39,30,44,73,45,56,38,44,6,51,14,0,0,57,6,46,48,25,39,0,51,46,0,61,21,6,57,37,0,46,10,0,57,42,36,0,0,32,0,0,39,74,49,22,51,0,72,0,43,34,0,41,15,82,37,0,0,25,31,49,56,0,0,55,48,90,49,0,35,59,0,0,50,30,61,0,0,0,0,46,0,42,28,0,0,0,40,55,0,41,0,31,0,0,63,0,2,75,0,0,0,0,38,61,0,33,0,0,38,50,54,29,0,40,0,61,37,30,39,0,39,24,0,37,62,36,33,0,24,34,23,0,64,6,61,42,37,27,46,47,0,0,51,53,21,0,0,0,0,40,0,23,0,46,0,0,49,0,0,47,32,0,59,37,53,53,35,0,0,0,49,52,0,0,40,0,39,0,31,37,0,0,26,48,0,0,46,0,42,37,0,0,0,0,0,29,0,45,0,4,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,0,0,64,5,0,51,38,29,24,21,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
