Simpson Sam,MID,31,1,214000
Jarvis Ben,RUC/FWD,0,0,176000
Kennerley Jacob,MID,0,0,172000
Okunbor Stefan,DEF/FWD,0,0,170000
Miers Gryan,FWD,0,0,170000
Kreuger Nathan,FWD,0,0,170000
Tarca Jake,FWD,0,0,170000
Constable Charlie,MID,0,0,170000
Brownless Oscar,MID,0,0,170000
Atkins Tom,MID,0,0,170000
Fort Darcy,RUC,0,0,170000
Schlensog Blake,RUC/FWD,0,0,170000
Cunnington Ben,MID,93.91,22,682000
Higgins Shaun,MID,93.9,20,681000
Goldstein Todd,RUC,93.36,22,678000
Polec Jared,MID,92.23,22,669000
Hall Aaron,MID,71.67,6,626000
Ziebell Jack,FWD,82.77,22,601000
Dumont Trent,MID,82.41,22,598000
Jacobs Ben,MID,77.54,13,563000
Tyson Dom,MID,76.57,14,556000
Anderson Jed,MID,76.1,21,552000
Macmillan Jamie,DEF,73.09,22,530000
Pittard Jasper,DEF,70.91,11,515000
McDonald Luke,DEF,70.32,22,510000
Ahern Paul,MID,68.55,11,497000
Brown Ben,FWD,68,22,493000
Tarrant Robbie,DEF,66.43,21,482000
Wright Sam,DEF,65.94,16,479000
Wood Mason,FWD,64.46,13,468000
Thompson Scott D.,DEF,64.14,22,465000
Daw Majak,DEF,64.06,18,465000
Atley Shaun,FWD,61.45,22,446000
Simpkin Jy,FWD,59.55,22,432000
Campbell Tom,RUC,0,0,404000
Williams Marley,DEF,53.64,22,389000
Hrovat Nathan,FWD,51.08,12,371000
Garner Taylor,FWD,0,0,358000
Turner Kayne,FWD,48.27,22,350000
Vickers-Willis Ed,DEF,51.57,7,341000
Walker Will,FWD,49.75,4,296000
Davies-Uniacke Luke,MID,40.29,7,266000
Zurhaar Cameron,FWD,42.2,5,260000
Thomas Tarryn,MID,0,0,256000
Durdin Sam,DEF,22,1,253000
Murphy Tom,DEF,41.75,4,248000
McKay Ben,DEF,0,0,193000
Taylor Curtis,MID/FWD,0,0,180000
Scott Bailey,MID,0,0,174000
Watson Declan,DEF,0,0,170000
Crocker Joel,DEF/FWD,0,0,170000
McKenzie Tom,DEF/MID,0,0,170000
Larkey Nick,FWD,0,0,170000
Wilkinson Tom,FWD,0,0,170000
Murphy Red Og,MID,0,0,170000
Hayden Kyron,MID/FWD,0,0,170000
Xerri Tristan,RUC/FWD,0,0,170000
Westhoff Justin,RUC/FWD,101.91,22,740000
Wines Ollie,MID,93.45,22,678000
Ebert Brad,MID,88.91,22,645000
Boak Travis,FWD,87.27,22,633000
Gray Robbie,MID/FWD,84.29,21,612000
Rockliff Tom,MID,82.67,18,600000
Lycett Scott,RUC/FWD,77,22,559000
Jonas Tom,DEF,75.11,18,545000
Powell-Pepper Sam,MID,75,16,544000
Ryder Paddy,RUC,74.81,16,543000
Hartlett Hamish,DEF,86.6,5,534000
Houston Dan,DEF,71.91,22,522000
Byrne-Jones Darcy,DEF,71.57,21,519000
Dixon Charlie,FWD,71.25,20,517000
Mayes Sam,DEF,57.83,6,510000
Gray Sam,FWD,67.05,19,487000
Motlop Steven,MID/FWD,66.9,21,486000
Lienert Jarrod,DEF,73.67,6,470000
Watts Jack,FWD,63.37,19,460000
Amon Karl,MID,50.5,6,454000
Burton Ryan,DEF,62.05,21,450000
Bonner Riley,DEF,60.37,19,438000
Trengove Jack,DEF,73,3,419000
Clurey Tom,DEF,56.05,19,407000
McKenzie Trent,DEF,41,1,355000
Broadbent Matthew,DEF,0,0,351000
Howard Dougal,DEF,48.1,20,349000
Marshall Todd,FWD,46.57,7,314000
Farrell Kane,FWD,49.4,5,305000
Johnson Aidyn,FWD,37.8,5,289000
Frampton Billy,RUC,52,1,283000
Rozee Connor,DEF/FWD,0,0,262000
Butters Zak,MID,0,0,248000
Duursma Xavier,DEF/MID,0,0,236000
Atley Joe,MID,0,0,227000
Garner Joel,DEF,0,0,170000
Frederick Martin,DEF/MID,0,0,170000
Patmore Jake,MID/FWD,0,0,170000
Drew Willem,MID/FWD,0,0,170000
Pudney Kai,MID,0,0,170000
Ladhams Peter,RUC,0,0,170000
Hayes Sam,RUC,0,0,170000
Grundy Riley,DEF,0,0,170000
Hewett Cameron,MID,0,0,170000
