Robbie Gray,MID/FWD,81.2,19,603000
Dan Houston,DEF/MID,80.3,21,596000
Brad Ebert,FWD,80.1,11,594000
Xavier Duursma,MID,78.3,20,581000
Justin Westhoff,MID/FWD,77.3,20,574000
Karl Amon,MID,76.4,17,567000
Hamish Hartlett,DEF,76.4,11,567000
Sam Powell-Pepper,MID/FWD,75.3,19,559000
Jarrod Lienert,DEF,80.4,7,543000
Connor Rozee,FWD,72.6,22,539000
Ryan Burton,DEF,72.2,16,536000
Charlie Dixon,FWD,56.4,9,513000
Willem Drew,MID,67.6,10,502000
Riley Bonner,DEF,67,19,497000
Steven Motlop,FWD,64.6,14,479000
Tom Jonas,DEF,64.2,18,476000
Jack Watts,DEF,79.5,2,448000
Tom Clurey,DEF,58,21,430000
Zak Butters,FWD,56.7,19,421000
Peter Ladhams,RUC/FWD,65.6,5,414000
Trent McKenzie,DEF,70,1,390000
Todd Marshall,FWD,51.9,10,385000
Cameron Sutcliffe,FWD,50.2,5,342000
Kane Farrell,FWD,45.1,7,334000
Joe Atley,MID,54,1,301000
Sam Mayes,MID,0,0,300000
Joel Garner,DEF,47.5,4,289000
Miles Bergman,FWD,0,0,244000
Mitchell Georgiades,FWD,0,0,236000
Dylan Williams,MID/FWD,0,0,226000
Jackson Mead,MID,0,0,222000
Wylie Buzza,FWD,0,0,192000
Jake Patmore,MID/FWD,0,0,170000
Martin Frederick,DEF,0,0,170000
Sam Hayes,RUC,0,0,170000
Jake Pasini,DEF,0,0,170000
Trent Burgoyne,FWD,0,0,170000
Boyd Woodcock,FWD,0,0,170000
Riley Grundy,DEF,0,0,170000
Tobin Cox,FWD,0,0,170000
Brad Crouch,MID,107.9,22,801000
Matt Crouch,MID,106.2,19,788000
Rory Sloane,MID,99.6,22,739000
Rory Laird,DEF,96.9,22,719000
Reilly O'Brien,RUC,95.5,18,709000
Tom Lynch,FWD,89.4,16,663000
Brodie Smith,DEF,87,22,646000
Rory Atkins,MID,81.4,20,604000
Bryce Gibbs,MID,80.8,12,600000
Wayne Milera,DEF/MID,76.8,17,570000
Paul Seedsman,MID,72.8,13,540000
Riley Knight,FWD,71.7,15,532000
Jake Kelly,DEF,67,22,497000
David Mackay,DEF/MID,65.5,18,486000
Taylor Walker,FWD,63.1,22,468000
Elliott Himmelberg,FWD,59,7,439000
Luke Brown,DEF,58.9,15,437000
Daniel Talia,DEF,56.6,22,420000
Lachlan Murphy,FWD,55.1,21,409000
Tom Doedee,DEF,38,1,403000
Jordan Gallucci,FWD,52.5,10,390000
Darcy Fogarty,FWD,59.3,4,361000
Ben Keays,FWD,54.5,2,338000
Patrick Wilson,MID,59,1,328000
Tyson Stengle,FWD,58,2,327000
Chayce Jones,FWD,45.6,8,318000
Kyle Hartigan,DEF,42.3,19,314000
Billy Frampton,FWD,38.5,2,293000
Myles Poholke,FWD,51,2,288000
Ben Crocker,FWD,44.7,3,283000
Fischer Mcasey,DEF,0,0,260000
Harry Schoenberg,MID,0,0,224000
Joshua Worrell,DEF/FWD,0,0,216000
Ronin O'Connor,MID,0,0,188000
Lachlan Gollant,DEF/MID,0,0,176000
Ben Davis,FWD,27,1,170000
Andrew McPherson,DEF,0,0,170000
Lachlan Sholl,DEF,0,0,170000
William Hamill,DEF,0,0,170000
Jordon Butts,DEF,0,0,170000
Shane McAdam,FWD,0,0,170000
Ned McHenry,MID,0,0,170000
Kieran Strachan,RUC/FWD,0,0,170000
Shaun Higgins,MID,95.3,17,707000
Jack Ziebell,MID/FWD,89.7,22,666000
Todd Goldstein,RUC,88.4,22,656000
Jared Polec,MID,88.2,22,654000
Trent Dumont,MID,88.1,21,654000
Ben Cunnington,MID,82,22,608000
Jed Anderson,MID,78.7,17,584000
Jamie Macmillan,DEF,75.1,18,557000
Ben Brown,FWD,71.9,22,534000
Jasper Pittard,DEF,71.5,22,531000
Aaron Hall,MID,80.7,6,527000
Jy Simpkin,MID/FWD,66.8,21,496000
Shaun Atley,DEF,66.8,21,496000
Robbie Tarrant,DEF,65,22,482000
Cameron Zurhaar,FWD,64,19,475000
Paul Ahern,DEF/MID,60.6,7,463000
Mason Wood,FWD,61.1,18,453000
Dom Tyson,MID,76.7,3,450000
Luke McDonald,DEF,58.1,13,431000
Taylor Garner,FWD,58.9,9,424000
Josh Walker,DEF,55.9,11,415000
Kayne Turner,FWD,55.8,21,414000
Marley Williams,DEF,55.4,17,411000
Tarryn Thomas,FWD,55.3,20,410000
Ben Jacobs,MID,0,0,403000
Nick Larkey,FWD,53.8,17,399000
Luke Davies-Uniacke,MID/FWD,53.2,14,395000
Aiden Bonar,MID/FWD,42,2,333000
Majak Daw,DEF,0,0,333000
Bailey Scott,MID/FWD,54,4,329000
Ed Vickers-Willis,DEF,-1,1,287000
Sam Durdin,DEF,36.9,10,274000
Will Walker,FWD,0,0,258000
Tom Campbell,RUC/FWD,39,2,220000
Tom Murphy,DEF,0,0,217000
Charlie Comben,RUC/FWD,0,0,210000
Jack Mahony,MID/FWD,0,0,204000
Flynn Perez,DEF,0,0,202000
Ben McKay,DEF,32.7,3,192000
Kyron Hayden,MID,27,1,170000
Curtis Taylor,FWD,24,2,170000
Joel Crocker,DEF,0,0,170000
Tristan Xerri,RUC/FWD,0,0,170000
Lachlan Hosie,FWD,0,0,170000
Matthew McGuinness,DEF,0,0,170000
Nat Fyfe,MID,105,20,779000
Michael Walters,MID/FWD,93.5,22,694000
Matt Taberner,FWD,86.4,9,622000
David Mundy,MID,80.5,22,597000
Luke Ryan,DEF,80.1,18,594000
Rory Lobb,RUC,79.3,15,588000
Connor Blakely,DEF,74.8,14,555000
Reece Conca,MID,74.7,22,554000
Darcy Tucker,MID/FWD,72.6,22,539000
Andrew Brayshaw,MID/FWD,69.5,22,516000
Sean Darcy,RUC,68.8,11,511000
Blake Acres,MID/FWD,67.5,19,501000
James Aish,DEF,66.9,13,496000
Jesse Hogan,FWD,66.1,12,490000
Taylin Duman,DEF,65.9,14,489000
Nathan Wilson,DEF,64.8,18,481000
Brandon Matera,FWD,62,20,460000
Adam Cerra,DEF,60.8,20,451000
Travis Colyer,FWD,60.4,10,448000
Bailey Banfield,FWD,55.1,7,433000
Ethan Hughes,DEF,58.1,21,431000
Stephen Hill,DEF/FWD,37.7,3,428000
Cam McCarthy,FWD,56.3,12,418000
Sam Switkowski,FWD,56.3,18,418000
Brennan Cox,FWD,47.8,8,417000
Griffin Logue,DEF,50.5,10,375000
Brett Bewley,FWD,54.3,7,367000
Mitchell Crowden,FWD,56.2,5,354000
Joel Hamling,DEF,46.5,22,345000
Alex Pearce,DEF,43.5,11,323000
Lachlan Schultz,FWD,47.4,7,320000
Stefan Giro,MID,0,0,298000
Hayden Young,DEF,0,0,258000
Caleb Serong,MID,0,0,256000
Liam Henry,MID/FWD,0,0,254000
Jason Carter,DEF,38.5,2,217000
Hugh Dixon,FWD,35,1,195000
Sam Sturt,FWD,0,0,170000
Luke Valente,MID,0,0,170000
Lloyd Meek,RUC,0,0,170000
Dillon O'Reilly,DEF,0,0,170000
Minairo Frederick,FWD,0,0,170000
Jarvis Pina,DEF/MID,0,0,170000
Tom North,MID,0,0,170000
Tobe Watson,DEF,0,0,170000
Isaiah Butters,FWD,0,0,170000
Leno Thomas,DEF,0,0,170000
Rowan Marshall,RUC,99.2,20,736000
Jack Billings,MID,98.5,22,731000
Jack Steele,MID,96,20,712000
Sebastian Ross,MID,94.3,22,700000
Bradley Hill,MID,88.7,22,658000
Luke Dunstan,MID,85.8,18,637000
Dan Hannebery,MID,98.6,5,622000
Jade Gresham,MID/FWD,83.4,19,619000
Zak Jones,MID,82.8,17,614000
Shane Savage,DEF,78.3,22,581000
Hunter Clark,DEF,77.4,14,574000
Jimmy Webster,DEF,59.1,8,550000
Tim Membrey,FWD,70.5,22,523000
Paddy Ryder,RUC/FWD,70.2,17,521000
Ryan Abbott,RUC,73,1,516000
Josh Battle,DEF,68.4,19,508000
Jack Sinclair,MID/FWD,66.4,22,493000
Jack Lonie,FWD,66.4,13,493000
